"FIPS","year","area_sqkm","n_farm_fert_kgsqkm","p_farm_fert_kgsqkm","n_nonfarm_fert_kgsqkm","p_nonfarm_fert_kgsqkm","n_total_fert_kgsqkm","p_total_fert_kgsqkm","n_manure_kgsqkm","p_manure_kgsqkm","n_livestock_dem_kgsqkm","p_livestock_dem_kgsqkm","n_livestock_prod_kgsqkm","p_livestock_prod_kgsqkm","n_livestock_rec_kgsqkm","p_livestock_rec_kgsqkm","n_crop_rem_kgsqkm","p_crop_rem_kgsqkm","n_pasture_rem_kgsqkm","p_pasture_rem_kgsqkm","n_crop_fix_kgsqkm","n_human_food_dem_kgsqkm","p_human_food_dem_kgsqkm","n_human_food_waste_kgsqkm","p_human_food_waste_kgsqkm","p_human_nonfood_dem_kgsqkm","p_human_nonfood_waste_kgsqkm","p_human_total_dem_kgsqkm","p_human_total_waste_kgsqkm","n_point_source_kgsqkm","p_point_source_kgsqkm","n_atm_dep_kgsqkm","p_atm_dep_kgsqkm","n_nat_fix_kgsqkm","n_rock_kgsqkm","n_emis_total_kgsqkm","n_emis_ag_kgsqkm","n_emis_fire_kgsqkm","n_emis_lightning_kgsqkm","n_emis_nonpoint_kgsqkm","n_emis_point_kgsqkm","n_emis_transport_kgsqkm","n_ag_n2o_kgsqkm","n_ag_n2_kgsqkm","n_terr_surplus_kgsqkm","p_terr_surplus_kgsqkm","n_ag_surplus_kgsqkm","p_ag_surplus_kgsqkm","n_leg_ag_surplus_kgsqkm","p_leg_ag_surplus_kgsqkm","n_nue_kgsqkm","p_nue_kgsqkm"
1007,1976,1633.26807446539,NA,NA,NA,NA,326.279260784812,94.8151148124836,344.619631032852,107.186701826216,429.227090157547,163.883222989964,84.6074591032657,56.6965211698701,27.8079052840149,18.7388897435199,99.4453257486004,17.3378144884568,242.433516971552,53.4474415833871,30.2301393120424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.8927443232938,30.4176653495994,NA,NA,601.683705381106,184.664002150243,13951.0115458109,5007.52511904977,0.141835983582604,0.0858299929028223
1007,1977,1633.26807446539,NA,NA,NA,NA,291.42934796898,85.1858015075334,301.807647291061,93.5682960680062,373.671421070768,143.430687091389,71.8637737781773,49.8623910325664,24.3533383304596,16.358055184403,89.583349321202,15.7783432036625,234.39766821519,51.6758401878555,25.6972686901004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5096995255999,29.7664891935199,NA,NA,529.350914628939,162.975754371877,14480.3624604398,5170.50087342165,0.144738067576783,0.0882684280677523
1007,1978,1633.26807446539,NA,NA,NA,NA,256.579435153148,75.5564882025832,258.995663549269,79.9498903097962,318.115751983989,122.978151192813,59.1200884530889,43.0282608952626,20.8987713769042,13.9772206252861,79.7213728938036,14.2188719188683,226.361819458827,49.904238792324,21.1643980681583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1266547279061,29.1153130374403,NA,NA,457.018123876772,141.287506593511,14937.3805843166,5311.78838001516,0.148528985426761,0.0914359401517178
1007,1979,1633.26807446539,NA,NA,NA,NA,237.416934832897,68.2715542802113,255.204486370944,79.0006932831492,313.490403874817,121.507042354305,58.2859175207109,42.5063490742169,20.5928552699958,13.8112774800623,76.7308766449874,13.7237159168355,213.994221915715,47.177650261254,19.7989113303306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9319705636345,28.7843499581786,NA,NA,435.689455889184,133.548531646525,15373.0700402058,5445.33691166169,0.149742060908308,0.0931860288947596
1007,1980,1633.26807446539,NA,NA,NA,NA,218.254434512645,60.9866203578393,251.413309192619,78.0514962565022,308.865055765645,120.035933515796,57.4517465883329,41.9844372531713,20.2869391630874,13.6453343348384,73.7403803961712,13.2285599148028,201.626624372604,44.4510617301841,18.4334245925028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7372863993628,28.4533868789168,NA,NA,414.360787901596,125.809556699539,15787.4308281074,5571.14646836122,0.151076016993235,0.0951434055417743
1007,1981,1633.26807446539,NA,NA,NA,NA,199.091934192393,53.7016864354674,247.622132014294,77.1022992298552,304.239707656472,118.564824677288,56.6175756559549,41.4625254321256,19.981023056179,13.4793911896145,70.749884147355,12.73340391277,189.259026829493,41.7244731991142,17.067937854675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5426022350912,28.1224237996551,NA,NA,393.032119914007,118.070581752553,16180.4629480214,5689.21705011378,0.152549869395092,0.0973472165087531
1007,1982,1633.26807446539,NA,NA,NA,NA,179.929433872141,46.4167525130955,243.830954835969,76.1531022032083,299.6143595473,117.093715838779,55.7834047235769,40.9406136110799,19.6751069492706,13.3134480443907,67.7593878985388,12.2382479107373,176.891429286382,38.9978846680443,15.7024511168472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.3479180708196,27.7914607203934,NA,NA,371.703451926418,110.331606805567,16552.1663999478,5799.54865691934,0.154186843023014,0.0998471274936529
1007,1983,1633.26807446539,NA,NA,NA,NA,182.373123345045,44.844689702255,246.308078942692,76.693892557106,302.536821765612,117.962722428811,56.2287428376144,41.2688298545618,19.8749900271152,13.4079915898435,71.0917373303867,12.5525736114757,183.051830090943,40.3560205642143,19.4706357708052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.3743537963271,27.8364014537561,NA,NA,377.060100728155,108.986008647885,16929.226500676,5908.53466556723,0.15863314906476,0.103280566369359
1007,1984,1633.26807446539,NA,NA,NA,NA,184.816812817948,43.2726268914146,248.785203049416,77.2346829110037,305.459283983924,118.831729018844,56.6740809516518,41.5970460980438,20.0748731049598,13.5025351352964,74.4240867622346,12.8668993122141,189.212230895504,41.7141564603844,23.2388204247632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4007895218346,27.8813421871188,NA,NA,382.416749529893,107.640410490204,17311.6432502059,6016.17507605743,0.162910319852939,0.106772770326634
1007,1985,1633.26807446539,NA,NA,NA,NA,187.260502290851,41.7005640805742,251.262327156139,77.7754732649014,308.381746202236,119.700735608876,57.1194190656893,41.9252623415257,20.2747561828044,13.5970786807492,77.7564361940824,13.1812250129525,195.372631700064,43.0722923565544,27.0070050787212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4272252473421,27.9262829204815,NA,NA,387.773398331629,106.294812332523,17699.4166485375,6122.46988838996,0.167027825989503,0.110325261080076
1007,1986,1633.26807446539,NA,NA,NA,NA,189.704191763754,40.1285012697338,253.739451262862,78.3162636187992,311.304208420547,120.569742198909,57.5647571797267,42.2534785850076,20.474639260649,13.6916222262021,81.0887856259303,13.4955507136909,201.533032504625,44.4304282527245,30.7751897326792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4536609728496,27.9712236538443,NA,NA,393.130047133365,104.949214174842,18092.5466956709,6227.4191025648,0.170994443966103,0.113939613341218
1007,1987,1633.26807446539,186.492349150767,37.4757830370467,5.65553208589074,1.08065542184661,192.147881236657,38.5564384588933,256.216575369586,78.8570539726969,314.226670638859,121.438748788941,58.0100952937642,42.5816948284896,20.6745223384936,13.7861657716549,84.4211350577782,13.8098764144293,207.693433309186,45.7885641488946,34.5433743866372,61.4624454916003,6.33429389929536,46.5174708229503,5.05753778521864,6.13634721494238,6.13634721494238,12.4706411142377,11.193885000161,4.21664857574239,0.576045056356079,984.75899368038,24.1999999999983,3981.8156026529,132.775582061714,357.276452408246,NA,NA,NA,NA,NA,NA,16.4235413774981,27.9200203417468,NA,138.99750101732,392.831163849212,102.522960595314,18485.3778595201,6329.94206316011,0.176889949511235,0.118710045842625
1007,1988,1633.26807446539,197.245023665481,42.6243560921788,3.66137077770127,0.873096108528764,200.906394443182,43.4974522007076,250.615495557263,77.4550966970981,307.458701391914,119.264738486828,56.8432058530189,41.809641805649,19.8092863878596,13.2415179784586,87.4265244465389,14.4076572792268,205.819373950619,45.3754047842135,34.7285550809326,61.3521819024103,6.32293017995855,46.4340185090706,5.04846456556065,6.12533861183484,6.12533861183484,12.4482687917934,11.1738031773955,4.25342116741853,0.581068726461604,984.75899368038,24.1999999999983,3981.8156026529,132.775582061714,357.276452408246,NA,NA,NA,NA,NA,NA,16.5224157631389,28.0881067973362,NA,141.918694795973,395.162549857138,105.67179551005,18880.5404093772,6435.61385867016,0.181161425116567,0.11998436822085
1007,1989,1633.26807446539,201.71948815435,45.257726613064,7.04109764942552,1.60108437854328,208.760585803776,46.8588109916072,245.01441574494,76.0531394214993,300.690732144968,117.090728184715,55.6763164122737,41.0375887828084,18.9440504372255,12.6968701852623,90.4319138352997,15.0054381440242,203.945314592053,44.9622454195324,34.913735775228,62.2038730740848,6.41070511552565,47.0786156921415,5.11854736567751,6.21037058066547,6.21037058066547,12.6210756961911,11.328917946343,4.24761042504968,0.580274919235301,984.75899368038,24.1999999999983,3981.8156026529,132.775582061714,357.276452408246,NA,NA,NA,NA,NA,NA,16.5585080485213,28.1494636824862,NA,143.435430215424,391.215725839218,106.305427890539,19271.7561352164,6541.9192865607,0.187755334784596,0.123694097936362
1007,1990,1633.26807446539,249.016684008305,44.3142195280409,5.48960708910863,1.38495329417396,254.506291097413,45.6991728222149,239.413335932616,74.6511821459005,293.922762898022,114.916717882602,54.5094269715284,40.2655357599678,18.0788144865915,12.152222392066,93.4373032240604,15.6032190088217,202.071255233486,44.5490860548513,35.0989164695234,63.4852120243272,6.54275937126722,48.0483891327437,5.22398443549617,6.33829814091512,6.33829814091512,12.8810575121823,11.5622825764113,4.24179968268082,0.579481112008998,984.75899368038,24.1999999999983,3981.8156026529,132.775582061714,357.276452408246,NA,NA,NA,NA,NA,NA,17.0228276475545,28.9388070008426,NA,140.509418535703,430.091633186384,103.36218266512,19701.8477684028,6645.28146922582,0.178475909783917,0.131157620528923
1007,1991,1633.26807446539,253.601969251483,43.1117225033912,5.99289250370235,1.52026482291509,259.594861755185,44.6319873263063,233.812256120293,73.2492248703017,287.154793651076,112.742707580489,53.3425375307831,39.4934827371273,17.2135785359575,11.6075745988696,96.4426926128212,16.2009998736192,200.197195874919,44.1359266901703,35.2840971638188,64.9072321056052,6.689312165473,49.1246362151924,5.34099768211985,6.48027116030197,6.48027116030197,13.169583325775,11.8212688424218,4.99273519606949,0.682067761818365,987.060980580876,24.1999999999983,3981.8156026529,132.775582061714,359.086772299448,NA,NA,NA,NA,NA,NA,17.0600281404799,29.0020478388159,NA,137.701481165409,426.255629922774,100.159947500074,20128.1033983256,6745.4414167259,0.184509282801943,0.139230560074333
1007,1992,1633.26807446539,272.605585672602,45.8497910849765,7.30804709074287,1.84109396798457,279.913632763344,47.6908850529611,228.21117630797,71.8472675947029,280.386824404131,110.568697278376,52.1756480900379,38.7214297142867,16.3483425853235,11.0629268056733,99.448082001582,16.7987807384166,198.323136516353,43.7227673254892,35.4692778581142,66.1695600921942,6.81940715925995,50.0800213258153,5.44487040372162,6.60630068553308,6.60630068553308,13.425707844793,12.0511710892547,5.74367070945817,0.784654411627732,1002.62846572379,24.1999999999983,3981.8156026529,132.775582061714,360.89709219065,NA,NA,NA,NA,NA,NA,17.2414119451848,29.3104003068141,NA,138.9905429985,436.837957837104,100.898277941263,20564.9413561627,6846.33969466716,0.185438505972477,0.142728976635989
1007,1993,1633.26807446539,269.820372350233,46.6034946681455,8.14685611506573,1.93170983338587,277.967228465299,48.5352045015313,229.387031790622,72.0124585662391,281.160215471861,110.93533573128,51.7731836726671,38.922877184634,14.3962298079813,9.83011502742808,98.3948804194944,16.7495661218716,197.401103762793,43.5194938976971,33.5358755824139,67.5155363188584,6.95812290564724,51.0987150883469,5.55562625747772,5.43603352003691,5.43603352003691,12.3941564256842,10.9916597775146,6.08130542394342,0.830779417790397,1093.33020518472,24.1999999999983,3966.23422624601,132.775582061714,362.707412081851,NA,NA,NA,NA,NA,NA,16.8993214153872,28.7288464061583,NA,138.989756723412,434.348399303775,101.866387112513,20999.2897554665,6948.20608177967,0.184694737905667,0.141208375982736
1007,1994,1633.26807446539,273.196425605793,31.5196266949935,7.19294045090878,1.93109756402505,280.389366056701,33.4507242590186,230.562887273273,72.1776495377753,281.933606539591,111.301974184185,51.3707192552963,39.1243246549812,12.4441170306392,8.59730324918283,97.3416788374069,16.7003515053266,196.479071009234,43.316220469905,31.6024733067136,68.6409853671426,7.07411121336091,51.9505042231192,5.64823567191785,5.52664938543821,5.52664938543821,12.6007605987991,11.1748850573561,6.41894013842867,0.876904423953062,1062.91652609596,24.1999999999983,3950.65284983912,132.775582061714,364.517731973053,NA,NA,NA,NA,NA,NA,16.6188435513691,28.2520340373274,NA,124.302907348822,438.020107348373,86.9969247274422,21437.3098628148,7035.20300650711,0.181824107265713,0.161049085492269
1007,1995,1633.26807446539,163.483266571166,32.845189861168,10.7545113227965,3.63014504029947,174.237777893962,36.4753349014675,231.738742755925,72.3428405093115,282.70699760732,111.668612637089,50.9682548379256,39.3257721253285,10.4920042532971,7.36449147093758,96.2884772553194,16.6511368887816,195.557038255674,43.1129470421129,29.6690710310133,70.3671808668758,7.25201219884066,53.2569645852361,5.79027849001184,5.66563453034426,5.66563453034426,12.9176467291849,11.4559130203561,6.75657485291392,0.923029430115727,1081.81667108494,24.1999999999983,3935.0714734322,132.775582061714,366.328051864255,NA,NA,NA,NA,NA,NA,15.2074735644489,25.8527050595632,NA,127.822951542352,328.602603102785,88.5368934816979,21765.9124659176,7123.73989998881,0.226619201264866,0.158298780100123
1007,1996,1633.26807446539,174.511462298249,30.6985734821344,10.9675810603617,2.64684044682317,185.47904335861,33.3454139289576,232.914598238577,72.5080314808477,283.48038867505,112.035251089993,50.5657904205548,39.5272195956758,8.53989147595493,6.13167969269234,95.2352756732319,16.6019222722366,194.635005502115,42.9096736143207,27.735668755313,71.8044097190765,7.40013240261014,54.3447223316682,5.90854321520903,5.78135343953917,5.78135343953917,13.1814858421493,11.6898966547482,7.09420956739917,0.969154436278392,1057.8569947454,24.1999999999983,3919.49009702531,132.775582061714,368.138371755457,NA,NA,NA,NA,NA,NA,15.003517125146,25.5059791127482,NA,125.141419792315,339.926453618907,86.6046826907455,22105.8389195365,7210.34458267956,0.218850301537655,0.160861044486361
