FIPS	year	area_sqkm	n_farm_fert_kgsqkm	p_farm_fert_kgsqkm	n_nonfarm_fert_kgsqkm	p_nonfarm_fert_kgsqkm	n_total_fert_kgsqkm	p_total_fert_kgsqkm	n_manure_kgsqkm	p_manure_kgsqkm	n_livestock_dem_kgsqkm	p_livestock_dem_kgsqkm	n_livestock_prod_kgsqkm	p_livestock_prod_kgsqkm	n_livestock_rec_kgsqkm	p_livestock_rec_kgsqkm	n_crop_rem_kgsqkm	p_crop_rem_kgsqkm	n_pasture_rem_kgsqkm	p_pasture_rem_kgsqkm	n_crop_fix_kgsqkm	n_human_food_dem_kgsqkm	p_human_food_dem_kgsqkm	n_human_food_waste_kgsqkm	p_human_food_waste_kgsqkm	p_human_nonfood_dem_kgsqkm	p_human_nonfood_waste_kgsqkm	p_human_total_dem_kgsqkm	p_human_total_waste_kgsqkm	n_point_source_kgsqkm	p_point_source_kgsqkm	n_atm_dep_kgsqkm	p_atm_dep_kgsqkm	n_nat_fix_kgsqkm	n_rock_kgsqkm	n_emis_total_kgsqkm	n_emis_ag_kgsqkm	n_emis_fire_kgsqkm	n_emis_lightning_kgsqkm	n_emis_nonpoint_kgsqkm	n_emis_point_kgsqkm	n_emis_transport_kgsqkm	n_ag_n2o_kgsqkm	n_ag_n2_kgsqkm	n_terr_surplus_kgsqkm	p_terr_surplus_kgsqkm	n_ag_surplus_kgsqkm	p_ag_surplus_kgsqkm	n_leg_ag_surplus_kgsqkm	p_leg_ag_surplus_kgsqkm	n_nue_kgsqkm	p_nue_kgsqkm
10003	2009	1128.817675	1837.765342	125.5428606	720.1446418	42.19902033	2557.909984	167.7418809	224.1429709	64.48713873	310.4588576	91.50146655	86.31588674	27.01432784	128.0449953	47.74877356	2285.665947	370.3217447	37.79930809	8.33332097	1354.476242	2953.653769	304.4023208	2235.454544	243.0462281	237.8143132	237.8143132	542.216634	480.8605412	1302.258673	36.17385178	1281.905391	10.3	718.9756323	91.37576461	5100.152009	417.6283495	19.18931422	64.93692327	383.9027478	1080.691081	3133.803593	65.15850325	110.7694555	5357.85417	353.0678162	1130.718607	-180.2917454	86935.01713	17325.91009	0.669030641	1.948754123
10003	2010	1128.817675	2353.296781	390.5688313	420.3973862	46.91723135	2773.694167	437.4860627	229.7044557	64.82924572	316.2395982	92.22267868	86.53514244	27.39343298	130.8433736	48.03511198	2469.451493	399.0146343	35.58683423	7.84555398	1473.559191	2963.853238	305.4534738	2243.173948	243.885508	238.6355264	238.6355264	544.0890002	482.5210344	1319.269822	36.64638358	1241.821149	9.61	718.5243971	91.37576461	4728.233259	428.5461287	1.097087776	48.49161208	282.3447504	975.5524516	2992.201229	70.11924986	119.2027248	5590.413613	595.4317085	1587.108935	56.3834428	88522.12607	17382.29353	0.608755012	0.876188667
10003	2011	1128.817675	2296.174181	160.282749	592.9549253	51.75326477	2889.129107	212.0360138	235.2659405	65.17135272	322.0203387	92.94389081	86.75439815	27.77253812	133.6417519	48.32145039	2653.237038	427.7075238	33.37436038	7.357786989	1592.642141	2981.220941	307.243382	2256.318586	245.3146378	78.87513696	78.87513696	386.1185189	324.1897748	1336.28097	37.11891538	1321.836555	10.5	718.0731619	91.37576461	4373.640032	445.9118958	23.10537153	85.439599	281.8272833	866.2875599	2671.068322	69.35345608	117.9008753	5700.559667	184.1896174	1470.845224	-202.2534221	89992.97129	17180.04011	0.643352113	1.897093557
10003	2012	1128.817675	2163.847231	139.5398066	597.3613056	57.1863831	2761.208537	196.7261897	240.8274254	65.51345972	327.8010792	93.66510294	86.97365386	28.15164326	136.4401303	48.60778881	2837.022584	456.4004133	31.16188653	6.870019999	1711.72509	2997.389353	308.9096918	2268.555549	246.6450821	79.30290994	79.30290994	388.2126017	325.947992	1353.292119	37.59144718	1186.136461	9.03	717.0765851	91.37576461	4501.216596	432.306431	4.581382161	77.61125861	279.1977669	1243.771612	2463.748146	67.78131734	115.2282395	5423.797248	140.8172281	1279.377163	-251.347147	91272.34846	16928.69297	0.68919997	2.225765147
10003	2013	1128.817675	2059.771433	161.1484335	589.7623814	63.0900823	2649.533815	224.2385158	257.4535049	71.60082828	357.1932618	101.5670708	99.73975689	29.96624252	149.2797736	53.97794638	2881.507166	464.346667	34.88363241	7.690524515	1763.192765	3016.55049	310.8844306	2283.057537	248.2217875	79.80986241	79.80986241	390.694293	328.0316499	1353.292119	37.59144718	1111.502251	8.69	716.0800084	91.37576461	4003.505753	448.5828947	0.424417927	87.62041657	285.4075127	876.5115701	2304.958941	66.59210278	113.2065747	5256.273654	168.214327	1198.910537	-231.5974052	92471.25899	16697.09556	0.706179459	1.995051084
10003	2014	1128.817675	1955.695636	182.7570604	582.1634571	68.9937815	2537.859093	251.7508419	274.0795844	77.68819685	386.5854443	109.4690386	112.5058599	31.78084178	162.119417	59.34810396	2925.991749	472.2929207	38.60537829	8.511029031	1814.660439	3029.957235	312.266124	2293.204348	249.3249834	80.16456902	80.16456902	392.430693	329.4895524	1353.292119	37.59144718	1144.49982	8.69	715.8615156	91.37576461	4024.244954	442.4002627	0.287201959	62.49804705	393.0535362	1009.557216	2116.44869	65.39327526	111.1685679	5109.807816	195.3256704	1118.443911	-211.8476635	93589.7029	16485.2479	0.72346107	1.813405726
10003	2015	1128.817675	1851.619838	204.3656874	574.5645329	74.89748069	2426.184371	279.2631681	290.705664	83.77556541	415.9776269	117.3710065	125.2719629	33.59544105	174.9590603	64.71826153	2970.476331	480.2391745	42.32712417	9.331533547	1866.128114	3044.920856	313.8082685	2304.529472	250.5562894	80.56046644	80.56046644	394.368735	331.1167559	1353.292119	37.59144718	1193.377896	8.69	715.6430227	91.37576461	3678.175109	441.3525798	1.688281611	73.51676338	389.514471	812.7467853	1959.356228	64.19444775	109.1305612	5084.912641	222.6063149	1037.977285	-192.0979217	94627.68019	16293.14998	0.741052939	1.666679692
10003	2016	1128.817675	1747.54404	225.9743143	566.9656086	80.80117989	2314.509649	306.7754942	307.3317435	89.86293397	445.3698095	125.2729743	138.038066	35.41004031	187.7987037	70.0884191	3014.960914	488.1854282	46.04887005	10.15203806	1917.595789	3053.557946	314.6984034	2311.0664	251.2670065	80.78898076	80.78898076	395.4873842	332.0559872	1353.292119	37.59144718	1162.653781	8.69	715.4245299	91.37576461	3386.600013	442.0463752	12.87180303	58.56698432	353.3485166	831.3454239	1688.42091	62.99562023	107.0925544	4996.730048	249.1989872	957.5106587	-172.3481799	95585.19085	16120.8018	0.758963496	1.545686682
10003	2017	1128.817675	1643.468243	247.5829412	559.3666844	86.70487909	2202.834927	334.2878203	323.957823	95.95030254	474.761992	133.1749421	150.804169	37.22463958	200.6383471	75.45857668	3059.445496	496.1316819	49.77061594	10.97254258	1969.063463	3058.608168	315.2188772	2314.88863	251.6825723	80.92259613	80.92259613	396.1414733	332.6051684	1353.292119	37.59144718	1013.929766	8.69	715.3289393	91.37576461	3180.80904	455.0159051	5.120211829	83.00295698	357.3206422	704.694654	1575.65467	61.9651835	105.340812	4754.477057	275.4016094	877.0440326	-152.5984381	96462.23488	15968.20336	0.777201482	1.444202827
10005	1950	2534.353583	964.185968	160.0743333	10.4775619	2.127830432	387.1125191	528.4617777	2189.499153	645.6419758	3485.312743	862.1940866	1295.813591	216.5521108	1035.511019	496.3651878	800.7025067	131.6166034	191.321621	42.17919737	479.1774175	99.7232177	10.27743306	75.47489906	8.205887962	6.793141617	6.793141617	17.24473488	15.19138261	16.94253867	1.458779206	1016.881196	9.59	541.5660819	226.6737839	1118.499024	399.3981704	10.08198758	66.61484855	28.90768521	29.29649722	262.3908665	90.916403	154.5578851	3811.232747	278.8302762	2255.086582	1042.48715	2255.086582	1042.48715	0.262028067	0.112099636
